"City","State","Country","Market","Region","Geo_ID"
"Tarnow","Lesser Poland","Poland","EMEA","EMEA",3323
"Tarragona","Catalonia","Spain","EU","South",3324
"Tarsus","Mersin","Turkey","EMEA","EMEA",3325
"Tartagal","Salta","Argentina","LATAM","South",3326
"Tartu","Tartumaa","Estonia","EMEA","EMEA",3327
"Tasikmalaya","Jawa Barat","Indonesia","APAC","Southeast Asia",3328
"Tatuí","São Paulo","Brazil","LATAM","South",3329
"Taubaté","São Paulo","Brazil","LATAM","South",3330
"Taunton","England","United Kingdom","EU","North",3331
"Taupo","Waikato","New Zealand","APAC","Oceania",3332
"Tauranga","Bay of Plenty","New Zealand","APAC","Oceania",3333
"Taverny","Ile-de-France","France","EU","Central",3334
"Tawau","Sabah","Malaysia","APAC","Southeast Asia",3335
"Taylor","Michigan","United States","US","Central",3336
"Taytay","Calabarzon","Philippines","APAC","Southeast Asia",3337
"Taza","Taza-Al Hoceima-Taounate","Morocco","Africa","Africa",3338
"Tbilisi","Tbilisi","Georgia","EMEA","EMEA",3339
"Tecomán","Colima","Mexico","LATAM","North",3340
"Tegal","Jawa Tengah","Indonesia","APAC","Southeast Asia",3341
"Tegucigalpa","Francisco Morazán","Honduras","LATAM","Central",3342
"Tehran","Tehran","Iran","EMEA","EMEA",3343
"Tehuacán","Puebla","Mexico","LATAM","North",3344
"Tekirdag","Tekirdag","Turkey","EMEA","EMEA",3345
"Tel Aviv","Tel Aviv","Israel","EMEA","EMEA",3346
"Tembisa","Gauteng","South Africa","Africa","Africa",3347
"Temecula","California","United States","US","West",3348
"Temirtau","Qaraghandy","Kazakhstan","EMEA","EMEA",3349
"Temixco","Morelos","Mexico","LATAM","North",3350
"Tempe","Arizona","United States","US","West",3351
"Tengzhou","Shandong","China","APAC","North Asia",3352
"Tepic","Nayarit","Mexico","LATAM","North",3353
"Teramo","Abruzzi","Italy","EU","South",3354
"Teresina","Piauí","Brazil","LATAM","South",3355
"Teresópolis","Rio de Janeiro","Brazil","LATAM","South",3356
"Termez","Surxondaryo","Uzbekistan","EMEA","EMEA",3357
"Terneuzen","Zeeland","Netherlands","EU","Central",3358
"Ternopil'","Ternopil'","Ukraine","EMEA","EMEA",3359
"Tete","Tete","Mozambique","Africa","Africa",3360
"Tetouan","Tanger-Tétouan","Morocco","Africa","Africa",3361
"Texarkana","Arkansas","United States","US","South",3362
"Texas City","Texas","United States","US","Central",3363
"Teziutlán","Puebla","Mexico","LATAM","North",3364
"Thane","Maharashtra","India","APAC","Central Asia",3365
"Thanjavur","Tamil Nadu","India","APAC","Central Asia",3366
"The Colony","Texas","United States","US","Central",3367
"The Hague","South Holland","Netherlands","EU","Central",3368
"Thiais","Ile-de-France","France","EU","Central",3369
"Thies Nones","Thies","Senegal","Africa","Africa",3370
"Thika","Central","Kenya","Africa","Africa",3371
"Thionville","Lorraine","France","EU","Central",3372
"Thiruvananthapuram","Kerala","India","APAC","Central Asia",3373
"Thomasville","North Carolina","United States","US","South",3374
"Thonon-les-Bains","Rhône-Alpes","France","EU","Central",3375
"Thornton","Colorado","United States","US","West",3376
"Thousand Oaks","California","United States","US","West",3377
"Tianguá","Ceará","Brazil","LATAM","South",3378
"Tianjin","Tianjin","China","APAC","North Asia",3379
"Tieling","Liaoning","China","APAC","North Asia",3380
"Tigard","Oregon","United States","US","West",3381
"Tijuana","Baja California","Mexico","LATAM","North",3382
"Tilburg","North Brabant","Netherlands","EU","Central",3383
"Timaru","Canterbury","New Zealand","APAC","Oceania",3384
"Timisoara","Timis","Romania","EMEA","EMEA",3385
"Tinaquillo","Cojedes","Venezuela","LATAM","South",3386
"Tinley Park","Illinois","United States","US","Central",3387
"Tipitapa","Managua","Nicaragua","LATAM","Central",3388
"Tiruchchirappalli","Tamil Nadu","India","APAC","Central Asia",3389
"Tirunelveli","Tamil Nadu","India","APAC","Central Asia",3390
"Tirupati","Andhra Pradesh","India","APAC","Central Asia",3391
"Tiruppur","Tamil Nadu","India","APAC","Central Asia",3392
"Tivoli","Lazio","Italy","EU","South",3393
"Tlalnepantla","México","Mexico","LATAM","North",3394
"Tlalpan","Distrito Federal","Mexico","LATAM","North",3395
"Tlaquepaque","Jalisco","Mexico","LATAM","North",3396
"Tlemcen","Tlemcen","Algeria","Africa","Africa",3397
"Toamasina","Atsinanana","Madagascar","Africa","Africa",3398
"Toguchin","Novosibirsk","Russia","EMEA","EMEA",3399
"Tokat","Tokat","Turkey","EMEA","EMEA",3400
"Tokyo","Tokyo","Japan","APAC","North Asia",3401
"Toledo","Castile-La Mancha","Spain","EU","South",3402
"Toledo","Ohio","United States","US","East",3403
"Toledo","Parana","Brazil","LATAM","South",3404
"Toliara","Atsimo-Andrefana","Madagascar","Africa","Africa",3405
"Toluca","México","Mexico","LATAM","North",3406
"Tongchuan","Shaanxi","China","APAC","North Asia",3407
"Tongchuan","Sichuan","China","APAC","North Asia",3408
"Tongi","Dhaka","Bangladesh","APAC","Central Asia",3409
"Tongliao","Inner Mongolia","China","APAC","North Asia",3410
"Tongling","Anhui","China","APAC","North Asia",3411
"Tongzhou","Beijing","China","APAC","North Asia",3412
"Toowoomba","Queensland","Australia","APAC","Oceania",3413
"Torbali","Izmir","Turkey","EMEA","EMEA",3414
"Torbat-e Heydariyeh","Razavi Khorasan","Iran","EMEA","EMEA",3415
"Torcy","Ile-de-France","France","EU","Central",3416
"Toronto","Ontario","Canada","Canada","Canada",3417
"Torquay","England","United Kingdom","EU","North",3418
"Torquay","Queensland","Australia","APAC","Oceania",3419
"Torrance","California","United States","US","West",3420
"Torre del Greco","Campania","Italy","EU","South",3421
"Torremolinos","Andalusía","Spain","EU","South",3422
"Torrevieja","Valenciana","Spain","EU","South",3423
"Torreón","Coahuila","Mexico","LATAM","North",3424
"Tottori","Tottori","Japan","APAC","North Asia",3425
"Toul","Lorraine","France","EU","Central",3426
"Toulon","Provence-Alpes-Côte d'Azur","France","EU","Central",3427
"Toulouse","Midi-Pyrénées","France","EU","Central",3428
"Tourcoing","Nord-Pas-de-Calais","France","EU","Central",3429
"Tournai","Hainaut","Belgium","EU","Central",3430
"Tournefeuille","Midi-Pyrénées","France","EU","Central",3431
"Tours","Centre","France","EU","Central",3432
"Townsville","Queensland","Australia","APAC","Oceania",3433
"Toyohashi","Aichi","Japan","APAC","North Asia",3434
"Trabzon","Trabzon","Turkey","EMEA","EMEA",3435
"Trani","Apulia","Italy","EU","South",3436
"Trapani","Sicily","Italy","EU","South",3437
"Trappes","Ile-de-France","France","EU","Central",3438
"Traralgon","Victoria","Australia","APAC","Oceania",3439
"Tremblay-en-France","Ile-de-France","France","EU","Central",3440
"Trento","Trentino-Alto Adige","Italy","EU","South",3441
"Trenton","Michigan","United States","US","Central",3442
"Treviglio","Lombardy","Italy","EU","South",3443
"Treviso","Veneto","Italy","EU","South",3444
"Trier","Rhineland-Palatinate","Germany","EU","Central",3445
"Trieste","Friuli-Venezia Giulia","Italy","EU","South",3446
"Trinidad","Beni","Bolivia","LATAM","South",3447
"Tripoli","North Lebanon","Lebanon","EMEA","EMEA",3448
"Troisdorf","North Rhine-Westphalia","Germany","EU","Central",3449
"Troy","New York","United States","US","East",3450
"Troy","Ohio","United States","US","East",3451
"Troyes","Champagne-Ardenne","France","EU","Central",3452
"Trujillo","La Libertad","Peru","LATAM","South",3453
"Tsukuba","Ibaraki","Japan","APAC","North Asia",3454
"Tucson","Arizona","United States","US","West",3455
"Tulancingo","Hidalgo","Mexico","LATAM","North",3456
"Tulle","Limousin","France","EU","Central",3457
"Tulsa","Oklahoma","United States","US","Central",3458
"Tumkur","Karnataka","India","APAC","Central Asia",3459
"Tunis","Tunis","Tunisia","Africa","Africa",3460
"Tupã","São Paulo","Brazil","LATAM","South",3461
"Turgutlu","Manisa","Turkey","EMEA","EMEA",3462
"Turin","Piedmont","Italy","EU","South",3463
"Turkmenabat","Lebap","Turkmenistan","EMEA","EMEA",3464
"Turku","Finland Proper","Finland","EU","North",3465
"Turmero","Aragua","Venezuela","LATAM","South",3466
"Tuscaloosa","Alabama","United States","US","South",3467
"Tuxtla Gutiérrez","Chiapas","Mexico","LATAM","North",3468
"Tuzla","Federation of Bosnia and Herzegovina","Bosnia and Herzegovina","EMEA","EMEA",3469
"Twin Falls","Idaho","United States","US","West",3470
"Tychy","Silesia","Poland","EMEA","EMEA",3471
"Tyler","Texas","United States","US","Central",3472
"Ube","Yamaguchi","Japan","APAC","North Asia",3473
"Uberaba","Minas Gerais","Brazil","LATAM","South",3474
"Uberlândia","Minas Gerais","Brazil","LATAM","South",3475
"Udaipur","Tripura","India","APAC","Central Asia",3476
"Ueda","Nagano","Japan","APAC","North Asia",3477
"Ufa","Bashkortostan","Russia","EMEA","EMEA",3478
"Ugep","Cross River","Nigeria","Africa","Africa",3479
"Uithoorn","North Holland","Netherlands","EU","Central",3480
"Ujjain","Madhya Pradesh","India","APAC","Central Asia",3481
"Ulan Bator","Ulaanbaatar","Mongolia","APAC","North Asia",3482
"Ulan Bator","Ulaanbaatar","Mongolia","EMEA","EMEA",3483
"Ulhasnagar","Maharashtra","India","APAC","Central Asia",3484
"Ulm","Baden-Württemberg","Germany","EU","Central",3485
"Ulsan","Ulsan","South Korea","APAC","North Asia",3486
"Ulundi","Kwazulu-natal","South Africa","Africa","Africa",3487
"Uman'","Cherkasy","Ukraine","EMEA","EMEA",3488
"Umraniye","Istanbul","Turkey","EMEA","EMEA",3489
"Umtata","Eastern Cape","South Africa","Africa","Africa",3490
"Umuarama","Parana","Brazil","LATAM","South",3491
"Unna","North Rhine-Westphalia","Germany","EU","Central",3492
"Upper Hutt","Wellington","New Zealand","APAC","Oceania",3493
"Upplands Väsby","Stockholm","Sweden","EU","North",3494
"Uppsala","Uppsala","Sweden","EU","North",3495
"Urbandale","Iowa","United States","US","Central",3496
"Urganch","Khorezm","Uzbekistan","EMEA","EMEA",3497
"Uruguaiana","Rio Grande do Sul","Brazil","LATAM","South",3498
"Usak","Usak","Turkey","EMEA","EMEA",3499
"Uskudar","Istanbul","Turkey","EMEA","EMEA",3500
"Usol'ye-Sibirskoye","Irkutsk","Russia","EMEA","EMEA",3501
"Usti nad Labem","Usti nad Labem","Czech Republic","EMEA","EMEA",3502
"Utica","New York","United States","US","East",3503
"Utrecht","Utrecht","Netherlands","EU","Central",3504
"Uvarovo","Tambov","Russia","EMEA","EMEA",3505
"Uvinza","Kigoma","Tanzania","Africa","Africa",3506
"Uvira","South Kivu","Democratic Republic of the Congo","Africa","Africa",3507
"Vacaria","Rio Grande do Sul","Brazil","LATAM","South",3508
"Vacaville","California","United States","US","West",3509
"Vadodara","Gujarat","India","APAC","Central Asia",3510
"Valdemoro","Madrid","Spain","EU","South",3511
"Valence","Rhône-Alpes","France","EU","Central",3512
"Valencia","Carabobo","Venezuela","LATAM","South",3513
"Valencia","Northern Mindanao","Philippines","APAC","Southeast Asia",3514
"Valencia","Valenciana","Spain","EU","South",3515
"Valenciennes","Nord-Pas-de-Calais","France","EU","Central",3516
"Valenzuela","National Capital","Philippines","APAC","Southeast Asia",3517
"Valinhos","São Paulo","Brazil","LATAM","South",3518
"Valladolid","Castile and León","Spain","EU","South",3519
"Vallauris","Provence-Alpes-Côte d'Azur","France","EU","Central",3520
"Valle Hermoso","Tamaulipas","Mexico","LATAM","North",3521
"Valle de La Pascua","Guárico","Venezuela","LATAM","South",3522
"Valledupar","Cesar","Colombia","LATAM","South",3523
"Vallejo","California","United States","US","West",3524
"Valles","San Luis Potosí","Mexico","LATAM","North",3525
"Valparaíso","Valparaíso","Chile","LATAM","South",3526
"Valparaíso de Goiás","Goiás","Brazil","LATAM","South",3527
"Van","Van","Turkey","EMEA","EMEA",3528
"Vanadzor","Lori","Armenia","EMEA","EMEA",3529
"Vancouver","British Columbia","Canada","Canada","Canada",3530
"Vancouver","Washington","United States","US","West",3531
"Vanderbijlpark","Gauteng","South Africa","Africa","Africa",3532
"Vannes","Brittany","France","EU","Central",3533
"Vantaa","Uusimaa","Finland","EU","North",3534
"Vanves","Ile-de-France","France","EU","Central",3535
"Varamin","Tehran","Iran","EMEA","EMEA",3536
"Varanasi","Uttar Pradesh","India","APAC","Central Asia",3537
"Varese","Lombardy","Italy","EU","South",3538
"Varna","Varna","Bulgaria","EMEA","EMEA",3539
"Vassouras","Rio de Janeiro","Brazil","LATAM","South",3540
"Vaughan","Ontario","Canada","Canada","Canada",3541
"Vaulx-en-Velin","Rhône-Alpes","France","EU","Central",3542
"Veenendaal","Utrecht","Netherlands","EU","Central",3543
"Velbert","North Rhine-Westphalia","Germany","EU","Central",3544
"Velletri","Lazio","Italy","EU","South",3545
"Velsen","North Holland","Netherlands","EU","Central",3546
"Vence","Provence-Alpes-Côte d'Azur","France","EU","Central",3547
"Venice","Veneto","Italy","EU","South",3548
"Venlo","Limburg","Netherlands","EU","Central",3549
"Veracruz","Veracruz","Mexico","LATAM","North",3550
"Verdun","Lorraine","France","EU","Central",3551
"Vereeniging","Gauteng","South Africa","Africa","Africa",3552
"Vernon","Upper Normandy","France","EU","Central",3553
"Verona","Veneto","Italy","EU","South",3554
"Versailles","Ile-de-France","France","EU","Central",3555
"Vertou","Pays de la Loire","France","EU","Central",3556
"Verviers","Liège","Belgium","EU","Central",3557
"Vesoul","Franche-Comté","France","EU","Central",3558
"Vespasiano","Minas Gerais","Brazil","LATAM","South",3559
"Vicenza","Veneto","Italy","EU","South",3560
"Vichy","Auvergne","France","EU","Central",3561
"Victoria","Tamaulipas","Mexico","LATAM","North",3562
"Victoria Falls","Matabeleland North","Zimbabwe","Africa","Africa",3563
"Vienna","Vienna","Austria","EMEA","EMEA",3564
"Vienna","Vienna","Austria","EU","Central",3565
"Viersen","North Rhine-Westphalia","Germany","EU","Central",3566
"Vigevano","Lombardy","Italy","EU","South",3567
"Vigneux-sur-Seine","Ile-de-France","France","EU","Central",3568
"Vignola","Emilia-Romagna","Italy","EU","South",3569
"Vigo","Galicia","Spain","EU","South",3570
"Vijayawada","Andhra Pradesh","India","APAC","Central Asia",3571
"Vila Nova de Gaia","Porto","Portugal","EU","South",3572
"Vilhena","Rondônia","Brazil","LATAM","South",3573
"Villa Alemana","Valparaíso","Chile","LATAM","South",3574
"Villa Canales","Guatemala","Guatemala","LATAM","Central",3575
"Villa Frontera","Coahuila","Mexico","LATAM","North",3576
"Villa Nueva","Guatemala","Guatemala","LATAM","Central",3577
"Villach","Carinthia","Austria","EU","Central",3578
"Villahermosa","Tabasco","Mexico","LATAM","North",3579
"Villavicencio","Meta","Colombia","LATAM","South",3580
"Villefontaine","Rhône-Alpes","France","EU","Central",3581
"Villejuif","Ile-de-France","France","EU","Central",3582
"Villemomble","Ile-de-France","France","EU","Central",3583
"Villenave-d'Ornon","Aquitaine","France","EU","Central",3584
"Villeneuve-Saint-Georges","Ile-de-France","France","EU","Central",3585
"Villeneuve-d'Ascq","Nord-Pas-de-Calais","France","EU","Central",3586
"Villeneuve-la-Garenne","Ile-de-France","France","EU","Central",3587
"Villeneuve-le-Roi","Ile-de-France","France","EU","Central",3588
"Villeneuve-sur-Lot","Aquitaine","France","EU","Central",3589
"Villeparisis","Ile-de-France","France","EU","Central",3590
"Villeurbanne","Rhône-Alpes","France","EU","Central",3591
"Villiers-le-Bel","Ile-de-France","France","EU","Central",3592
"Villiers-sur-Marne","Ile-de-France","France","EU","Central",3593
"Villingen-Schwenningen","Baden-Württemberg","Germany","EU","Central",3594
"Vilnius","Vilnius","Lithuania","EMEA","EMEA",3595
"Vincennes","Ile-de-France","France","EU","Central",3596
"Vineland","New Jersey","United States","US","East",3597
"Vinnytsya","Vinnytsya","Ukraine","EMEA","EMEA",3598
"Viransehir","Sanliurfa","Turkey","EMEA","EMEA",3599
"Virginia Beach","Virginia","United States","US","South",3600
"Viroflay","Ile-de-France","France","EU","Central",3601
"Visakhapatnam","Andhra Pradesh","India","APAC","Central Asia",3602
"Visalia","California","United States","US","West",3603
"Viterbo","Lazio","Italy","EU","South",3604
"Vitoria","Basque Country","Spain","EU","South",3605
"Vitrolles","Provence-Alpes-Côte d'Azur","France","EU","Central",3606
"Vitry-sur-Seine","Ile-de-France","France","EU","Central",3607
"Vittoria","Sicily","Italy","EU","South",3608
"Vitória","Espírito Santo","Brazil","LATAM","South",3609
