"Product ID","First(Category)","First(Sub-Category)","First(Product Name)","First(is_high_discount)"
"TEC-CO-10004365","Technology","Copiers","HP Wireless Fax, Color","Normal"
"TEC-CO-10004367","Technology","Copiers","Canon Wireless Fax, Digital","Normal"
"TEC-CO-10004377","Technology","Copiers","Brother Fax Machine, High-Speed","Normal"
"TEC-CO-10004394","Technology","Copiers","Canon Wireless Fax, Digital","Normal"
"TEC-CO-10004398","Technology","Copiers","Brother Copy Machine, Color","Normal"
"TEC-CO-10004404","Technology","Copiers","Brother Copy Machine, High-Speed","Normal"
"TEC-CO-10004406","Technology","Copiers","Sharp Fax Machine, Digital","High Discount"
"TEC-CO-10004409","Technology","Copiers","Hewlett Fax and Copier, High-Speed","High Discount"
"TEC-CO-10004468","Technology","Copiers","Canon Copy Machine, Digital","Normal"
"TEC-CO-10004481","Technology","Copiers","Canon Fax and Copier, Color","Normal"
"TEC-CO-10004507","Technology","Copiers","Brother Fax and Copier, Digital","Normal"
"TEC-CO-10004521","Technology","Copiers","HP Personal Copier, Laser","Normal"
"TEC-CO-10004535","Technology","Copiers","Hewlett Fax Machine, High-Speed","Normal"
"TEC-CO-10004558","Technology","Copiers","HP Ink, High-Speed","Normal"
"TEC-CO-10004563","Technology","Copiers","HP Copy Machine, Color","Normal"
"TEC-CO-10004567","Technology","Copiers","Brother Fax Machine, Color","Normal"
"TEC-CO-10004570","Technology","Copiers","Sharp Personal Copier, Digital","Normal"
"TEC-CO-10004589","Technology","Copiers","Canon Wireless Fax, High-Speed","Normal"
"TEC-CO-10004605","Technology","Copiers","HP Copy Machine, Color","Normal"
"TEC-CO-10004649","Technology","Copiers","Brother Copy Machine, High-Speed","High Discount"
"TEC-CO-10004662","Technology","Copiers","Hewlett Fax Machine, Color","Normal"
"TEC-CO-10004664","Technology","Copiers","Hewlett Personal Copier, Color","Normal"
"TEC-CO-10004689","Technology","Copiers","Canon Ink, Color","Normal"
"TEC-CO-10004690","Technology","Copiers","HP Wireless Fax, Digital","Normal"
"TEC-CO-10004701","Technology","Copiers","Sharp Copy Machine, High-Speed","Normal"
"TEC-CO-10004722","Technology","Copiers","Canon imageCLASS 2200 Advanced Copier","Normal"
"TEC-CO-10004756","Technology","Copiers","Sharp Wireless Fax, Digital","Normal"
"TEC-CO-10004813","Technology","Copiers","Hewlett Ink, Digital","Normal"
"TEC-CO-10004831","Technology","Copiers","Brother Copy Machine, High-Speed","Normal"
"TEC-CO-10004897","Technology","Copiers","Sharp Fax Machine, High-Speed","Normal"
"TEC-CO-10004901","Technology","Copiers","HP Fax and Copier, Laser","Normal"
"TEC-CO-10004904","Technology","Copiers","Sharp Fax Machine, Digital","Normal"
"TEC-CO-10004928","Technology","Copiers","Brother Copy Machine, Color","High Discount"
"TEC-CO-10004929","Technology","Copiers","Canon Personal Copier, Color","Normal"
"TEC-CO-10004961","Technology","Copiers","HP Wireless Fax, Color","Normal"
"TEC-CO-10004976","Technology","Copiers","Brother Ink, High-Speed","Normal"
"TEC-CO-10004981","Technology","Copiers","Canon Copy Machine, High-Speed","Normal"
"TEC-CO-10004985","Technology","Copiers","Hewlett Copy Machine, Color","High Discount"
"TEC-CO-10004997","Technology","Copiers","Hewlett Wireless Fax, Color","Normal"
"TEC-CO-10004998","Technology","Copiers","HP Fax and Copier, Color","Normal"
"TEC-ENE-10000154","Technology","Accessories","Enermax Router, Bluetooth","Normal"
"TEC-ENE-10000235","Technology","Accessories","Enermax Mouse, Programmable","Normal"
"TEC-ENE-10000690","Technology","Accessories","Enermax Keyboard, USB","Normal"
"TEC-ENE-10000817","Technology","Accessories","Enermax Mouse, USB","Normal"
"TEC-ENE-10000895","Technology","Accessories","Enermax Mouse, Bluetooth","Normal"
"TEC-ENE-10000995","Technology","Accessories","Enermax Memory Card, USB","Normal"
"TEC-ENE-10001355","Technology","Accessories","Enermax Numeric Keypad, USB","Normal"
"TEC-ENE-10001466","Technology","Accessories","Enermax Memory Card, Erganomic","Normal"
"TEC-ENE-10001541","Technology","Accessories","Enermax Router, USB","Normal"
"TEC-ENE-10002254","Technology","Accessories","Enermax Keyboard, Programmable","Normal"
"TEC-ENE-10002686","Technology","Accessories","Enermax Numeric Keypad, Erganomic","Normal"
"TEC-ENE-10002744","Technology","Accessories","Enermax Numeric Keypad, Bluetooth","Normal"
"TEC-ENE-10003090","Technology","Accessories","Enermax Memory Card, Programmable","Normal"
"TEC-ENE-10003125","Technology","Accessories","Enermax Flash Drive, Programmable","Normal"
"TEC-ENE-10003801","Technology","Accessories","Enermax Flash Drive, USB","Normal"
"TEC-ENE-10003873","Technology","Accessories","Enermax Numeric Keypad, Bluetooth","Normal"
"TEC-ENE-10004052","Technology","Accessories","Enermax Flash Drive, Erganomic","Normal"
"TEC-ENE-10004192","Technology","Accessories","Enermax Keyboard, Bluetooth","Normal"
"TEC-ENE-10004236","Technology","Accessories","Enermax Flash Drive, Bluetooth","Normal"
"TEC-ENE-10004509","Technology","Accessories","Enermax Router, Programmable","Normal"
"TEC-ENE-10004520","Technology","Accessories","Enermax Mouse, Erganomic","Normal"
"TEC-ENE-10004627","Technology","Accessories","Enermax Router, Erganomic","Normal"
"TEC-ENE-10004728","Technology","Accessories","Enermax Keyboard, Erganomic","Normal"
"TEC-ENE-10005000","Technology","Accessories","Enermax Memory Card, Bluetooth","Normal"
"TEC-EPS-10000053","Technology","Machines","Epson Receipt Printer, Red","Normal"
"TEC-EPS-10000689","Technology","Machines","Epson Card Printer, Wireless","Normal"
"TEC-EPS-10000774","Technology","Machines","Epson Phone, Red","Normal"
"TEC-EPS-10001129","Technology","Machines","Epson Inkjet, White","Normal"
"TEC-EPS-10001323","Technology","Machines","Epson Calculator, Wireless","Normal"
"TEC-EPS-10001341","Technology","Machines","Epson Calculator, White","Normal"
"TEC-EPS-10001473","Technology","Machines","Epson Calculator, Durable","High Discount"
"TEC-EPS-10001644","Technology","Machines","Epson Phone, Durable","Normal"
"TEC-EPS-10001651","Technology","Machines","Epson Phone, White","Normal"
"TEC-EPS-10002212","Technology","Machines","Epson Receipt Printer, White","High Discount"
"TEC-EPS-10002523","Technology","Machines","Epson Card Printer, White","Normal"
"TEC-EPS-10002711","Technology","Machines","Epson Card Printer, Red","Normal"
"TEC-EPS-10002920","Technology","Machines","Epson Printer, Red","Normal"
"TEC-EPS-10002958","Technology","Machines","Epson Receipt Printer, Wireless","High Discount"
"TEC-EPS-10003277","Technology","Machines","Epson Printer, White","Normal"
"TEC-EPS-10003473","Technology","Machines","Epson Phone, Wireless","Normal"
"TEC-EPS-10003568","Technology","Machines","Epson Receipt Printer, Durable","Normal"
"TEC-EPS-10003962","Technology","Machines","Epson Card Printer, Durable","Normal"
"TEC-EPS-10004111","Technology","Machines","Epson Inkjet, Wireless","High Discount"
"TEC-EPS-10004171","Technology","Machines","Epson Calculator, Red","High Discount"
"TEC-EPS-10004328","Technology","Machines","Epson Printer, Durable","Normal"
"TEC-EPS-10004558","Technology","Machines","Epson Inkjet, Durable","Normal"
"TEC-EPS-10004965","Technology","Machines","Epson Inkjet, Wireless","Normal"
"TEC-HEW-10000365","Technology","Copiers","Hewlett Copy Machine, Laser","Normal"
"TEC-HEW-10000839","Technology","Copiers","Hewlett Wireless Fax, Color","Normal"
"TEC-HEW-10000930","Technology","Copiers","Hewlett Ink, Digital","Normal"
"TEC-HEW-10001056","Technology","Copiers","Hewlett Ink, High-Speed","Normal"
"TEC-HEW-10001074","Technology","Copiers","Hewlett Fax Machine, Color","Normal"
"TEC-HEW-10001558","Technology","Copiers","Hewlett Personal Copier, High-Speed","Normal"
"TEC-HEW-10001710","Technology","Copiers","Hewlett Ink, Laser","Normal"
"TEC-HEW-10001908","Technology","Copiers","Hewlett Fax and Copier, Laser","Normal"
"TEC-HEW-10002302","Technology","Copiers","Hewlett Copy Machine, Color","Normal"
"TEC-HEW-10002304","Technology","Copiers","Hewlett Fax Machine, High-Speed","Normal"
"TEC-HEW-10002435","Technology","Copiers","Hewlett Personal Copier, Digital","Normal"
"TEC-HEW-10002501","Technology","Copiers","Hewlett Fax Machine, Laser","Normal"
"TEC-HEW-10003260","Technology","Copiers","Hewlett Fax and Copier, Digital","Normal"
"TEC-HEW-10003460","Technology","Copiers","Hewlett Fax and Copier, Color","Normal"
"TEC-HEW-10003531","Technology","Copiers","Hewlett Copy Machine, High-Speed","Normal"
"TEC-HEW-10003695","Technology","Copiers","Hewlett Wireless Fax, Digital","Normal"
"TEC-HEW-10003829","Technology","Copiers","Hewlett Wireless Fax, High-Speed","Normal"
"TEC-HEW-10004172","Technology","Copiers","Hewlett Wireless Fax, Laser","Normal"
"TEC-HEW-10004522","Technology","Copiers","Hewlett Copy Machine, Color","High Discount"
"TEC-HEW-10004652","Technology","Copiers","Hewlett Personal Copier, Laser","Normal"
"TEC-HEW-10004690","Technology","Copiers","Hewlett Fax and Copier, High-Speed","Normal"
"TEC-HEW-10004833","Technology","Copiers","Hewlett Ink, Color","Normal"
"TEC-HEW-10004937","Technology","Copiers","Hewlett Fax Machine, Digital","Normal"
"TEC-HP -10000081","Technology","Copiers","HP Ink, Color","Normal"
"TEC-HP -10000464","Technology","Copiers","HP Fax and Copier, Color","High Discount"
"TEC-HP -10001115","Technology","Copiers","HP Ink, Digital","Normal"
"TEC-HP -10001426","Technology","Copiers","HP Personal Copier, Color","Normal"
"TEC-HP -10001574","Technology","Copiers","HP Fax Machine, Laser","Normal"
"TEC-HP -10001577","Technology","Copiers","HP Copy Machine, Laser","Normal"
"TEC-HP -10001905","Technology","Copiers","HP Personal Copier, Laser","High Discount"
"TEC-HP -10002095","Technology","Copiers","HP Copy Machine, Color","Normal"
"TEC-HP -10002221","Technology","Copiers","HP Ink, High-Speed","Normal"
"TEC-HP -10002307","Technology","Copiers","HP Fax and Copier, Laser","Normal"
"TEC-HP -10002603","Technology","Copiers","HP Copy Machine, High-Speed","Normal"
"TEC-HP -10003248","Technology","Copiers","HP Fax Machine, High-Speed","Normal"
"TEC-HP -10003345","Technology","Copiers","HP Fax and Copier, High-Speed","Normal"
"TEC-HP -10003559","Technology","Copiers","HP Wireless Fax, Digital","Normal"
"TEC-HP -10003618","Technology","Copiers","HP Fax Machine, Digital","Normal"
"TEC-HP -10003894","Technology","Copiers","HP Wireless Fax, Laser","Normal"
"TEC-HP -10004012","Technology","Copiers","HP Personal Copier, Digital","Normal"
"TEC-HP -10004082","Technology","Copiers","HP Fax and Copier, Digital","Normal"
"TEC-HP -10004149","Technology","Copiers","HP Copy Machine, Color","Normal"
"TEC-HP -10004451","Technology","Copiers","HP Ink, Laser","High Discount"
"TEC-HP -10004590","Technology","Copiers","HP Fax Machine, Color","Normal"
"TEC-HP -10004801","Technology","Copiers","HP Personal Copier, High-Speed","Normal"
"TEC-HP -10004971","Technology","Copiers","HP Wireless Fax, Color","High Discount"
"TEC-KON-10000005","Technology","Machines","Konica Phone, Durable","Normal"
"TEC-KON-10000091","Technology","Machines","Konica Calculator, Red","Normal"
"TEC-KON-10000302","Technology","Machines","Konica Phone, White","Normal"
"TEC-KON-10000562","Technology","Machines","Konica Phone, Wireless","Normal"
"TEC-KON-10000837","Technology","Machines","Konica Printer, Durable","Normal"
"TEC-KON-10001017","Technology","Machines","Konica Receipt Printer, White","Normal"
"TEC-KON-10001388","Technology","Machines","Konica Printer, Red","Normal"
"TEC-KON-10001507","Technology","Machines","Konica Card Printer, Durable","High Discount"
"TEC-KON-10001519","Technology","Machines","Konica Calculator, White","Normal"
"TEC-KON-10001624","Technology","Machines","Konica Receipt Printer, Durable","Normal"
"TEC-KON-10002034","Technology","Machines","Konica Receipt Printer, Wireless","Normal"
"TEC-KON-10002050","Technology","Machines","Konica Printer, Wireless","Normal"
"TEC-KON-10002052","Technology","Machines","Konica Inkjet, Wireless","Normal"
"TEC-KON-10002194","Technology","Machines","Konica Printer, White","Normal"
"TEC-KON-10002309","Technology","Machines","Konica Inkjet, Wireless","Normal"
"TEC-KON-10002482","Technology","Machines","Konica Phone, Red","Normal"
"TEC-KON-10003077","Technology","Machines","Konica Calculator, Wireless","Normal"
"TEC-KON-10003116","Technology","Machines","Konica Receipt Printer, Red","High Discount"
"TEC-KON-10003211","Technology","Machines","Konica Inkjet, White","Normal"
"TEC-KON-10003726","Technology","Machines","Konica Card Printer, Wireless","Normal"
"TEC-KON-10004519","Technology","Machines","Konica Card Printer, Red","High Discount"
"TEC-KON-10004735","Technology","Machines","Konica Card Printer, White","Normal"
"TEC-KON-10004774","Technology","Machines","Konica Inkjet, Durable","Normal"
"TEC-LOG-10000368","Technology","Accessories","Logitech Flash Drive, Programmable","Normal"
"TEC-LOG-10000546","Technology","Accessories","Logitech Mouse, Bluetooth","Normal"
"TEC-LOG-10001123","Technology","Accessories","Logitech Memory Card, Bluetooth","High Discount"
"TEC-LOG-10001137","Technology","Accessories","Logitech Keyboard, Bluetooth","Normal"
"TEC-LOG-10001434","Technology","Accessories","Logitech Keyboard, USB","Normal"
"TEC-LOG-10001482","Technology","Accessories","Logitech Keyboard, Erganomic","Normal"
"TEC-LOG-10001629","Technology","Accessories","Logitech Mouse, Programmable","Normal"
"TEC-LOG-10001750","Technology","Accessories","Logitech Mouse, USB","Normal"
"TEC-LOG-10001871","Technology","Accessories","Logitech Router, USB","Normal"
"TEC-LOG-10002018","Technology","Accessories","Logitech Memory Card, Erganomic","Normal"
"TEC-LOG-10002218","Technology","Accessories","Logitech Numeric Keypad, USB","Normal"
"TEC-LOG-10002262","Technology","Accessories","Logitech Flash Drive, Bluetooth","High Discount"
"TEC-LOG-10002431","Technology","Accessories","Logitech Numeric Keypad, Bluetooth","Normal"
"TEC-LOG-10002589","Technology","Accessories","Logitech Memory Card, USB","Normal"
"TEC-LOG-10003079","Technology","Accessories","Logitech Flash Drive, Erganomic","Normal"
"TEC-LOG-10003254","Technology","Accessories","Logitech Keyboard, Programmable","Normal"
"TEC-LOG-10003539","Technology","Accessories","Logitech Mouse, Erganomic","High Discount"
"TEC-LOG-10003634","Technology","Accessories","Logitech Numeric Keypad, Programmable","Normal"
"TEC-LOG-10003651","Technology","Accessories","Logitech Router, Programmable","Normal"
"TEC-LOG-10003896","Technology","Accessories","Logitech Router, Erganomic","Normal"
"TEC-LOG-10003995","Technology","Accessories","Logitech Numeric Keypad, Erganomic","Normal"
"TEC-LOG-10004405","Technology","Accessories","Logitech Router, Bluetooth","Normal"
"TEC-LOG-10004419","Technology","Accessories","Logitech Flash Drive, USB","Normal"
"TEC-LOG-10004917","Technology","Accessories","Logitech Memory Card, Programmable","Normal"
"TEC-MA-10000002","Technology","Machines","Epson Card Printer, Durable","Normal"
"TEC-MA-10000003","Technology","Machines","Konica Phone, Durable","Normal"
"TEC-MA-10000010","Technology","Machines","Hewlett-Packard Deskjet 3050a All-in-One Color Inkjet Printer","Normal"
"TEC-MA-10000029","Technology","Machines","Epson WorkForce WF-2530 All-in-One Printer, Copier Scanner","Normal"
"TEC-MA-10000045","Technology","Machines","Zebra ZM400 Thermal Label Printer","Normal"
"TEC-MA-10000087","Technology","Machines","StarTech Calculator, White","Normal"
"TEC-MA-10000110","Technology","Machines","StarTech Phone, Wireless","Normal"
"TEC-MA-10000112","Technology","Machines","Panasonic KX MB2061 Multifunction Printer","Normal"
"TEC-MA-10000122","Technology","Machines","Okidata Calculator, Red","Normal"
"TEC-MA-10000124","Technology","Machines","Konica Card Printer, White","Normal"
"TEC-MA-10000154","Technology","Machines","Panasonic Receipt Printer, Red","High Discount"
"TEC-MA-10000161","Technology","Machines","Okidata Inkjet, Wireless","Normal"
"TEC-MA-10000170","Technology","Machines","Okidata Receipt Printer, White","Normal"
"TEC-MA-10000172","Technology","Machines","StarTech Inkjet, Wireless","Normal"
"TEC-MA-10000199","Technology","Machines","Okidata Inkjet, White","Normal"
"TEC-MA-10000232","Technology","Machines","Konica Card Printer, Durable","High Discount"
"TEC-MA-10000240","Technology","Machines","Okidata Inkjet, Wireless","Normal"
"TEC-MA-10000258","Technology","Machines","Panasonic Inkjet, Wireless","Normal"
"TEC-MA-10000261","Technology","Machines","StarTech Calculator, Red","Normal"
"TEC-MA-10000317","Technology","Machines","StarTech Receipt Printer, Red","Normal"
"TEC-MA-10000327","Technology","Machines","Epson Phone, Durable","Normal"
"TEC-MA-10000331","Technology","Machines","Okidata Printer, White","Normal"
"TEC-MA-10000334","Technology","Machines","Panasonic Printer, Wireless","Normal"
"TEC-MA-10000345","Technology","Machines","Konica Phone, Red","Normal"
"TEC-MA-10000354","Technology","Machines","StarTech Calculator, Wireless","Normal"
"TEC-MA-10000366","Technology","Machines","Epson Card Printer, Red","Normal"
"TEC-MA-10000374","Technology","Machines","Konica Receipt Printer, Red","Normal"
"TEC-MA-10000379","Technology","Machines","Okidata Phone, Wireless","Normal"
"TEC-MA-10000418","Technology","Machines","Cubify CubeX 3D Printer Double Head Print","High Discount"
"TEC-MA-10000423","Technology","Machines","Texas Instruments TI-34 Scientific Calculator","Normal"
